id,id_orar,ora_inceput,ora_final,profesor,materie,sala,saptamana,grupa
978,78,12:00,14:00,"Dumitran M ",StructDate,"Sala L.310",Par,Grupa:2
979,78,10:00,12:00,"Marin Le",BD,"Amf. Stoilow (Et. 1)","Impar / Par",none
980,78,12:00,14:00,"Cheptea D",LbForm&Autom,"Sala 1",Par,none
981,78,14:00,16:00,"Cheptea D",POO,"Sala 216",Par,none
982,79,18:00,20:00,"Ichim B / Paduraru C","Big Data","Amf. Hater (Et. 0)","Impar / Par",none
983,79,8:00,10:00,"Alexe B","AdvMachLearn ","Sala 3",Impar,Grupa:3
984,79,8:00,10:00,"Alexe B","AdvMachLearn ","Sala 3",Par,Grupa:4
985,79,16:00,18:00,"Ichim B / Paduraru C","Big Data ","Sala L-204",Impar,Grupa:1
986,79,18:00,20:00,"Ichim B / Paduraru C","Big Data ","Sala L-204",Impar,Grupa:2
987,79,16:00,18:00,"Ichim B / Paduraru C","Big Data ","Sala L-204",Par,Grupa:3
988,79,18:00,20:00,"Ichim B / Paduraru C","Big Data ","Sala L-204",Par,Grupa:4
989,79,8:00,10:00,"Cidota M",StatDataSci,"Sala 202","Impar / Par",none
990,79,10:00,12:00,"Cidota M ",StatDataSci,"Sala L-309",Impar,Grupa:1
991,79,10:00,12:00,"Cidota M ",StatDataSci,"Sala L-309",Par,Grupa:2
992,79,8:00,10:00,"Alexe B",AdvMachLearn,"Amf. Stoilow (Et. 1)","Impar / Par",none
993,79,10:00,12:00,"Alexe B","AdvMachLearn ","Sala 3",Impar,Grupa:1
994,79,10:00,12:00,"Alexe B","AdvMachLearn ","Sala 3",Par,Grupa:2
995,80,17:00,20:00,"Voica C",AlgebrComp,"Sala 216","Impar / Par",none
996,80,16:00,19:00,"Gherghe C",IntrTeorCod,"Sala 5","Impar / Par",none
997,80,17:00,20:00,"Dumitrescu T",TeorVal&CorpLoc,"Sala 8","Impar / Par",none
998,80,14:00,16:00,"Bulacu D",IntrTeorGrCuantice,"Sala 215(Alg)","Impar / Par",none
999,80,16:00,17:00,"Stefan D",IntrTeorGrCuantice,"Sala 215(Alg)","Impar / Par",none
1000,80,17:00,20:00,"Aprodu M",FibrVect&Apl,"Sala 120","Impar / Par",none
1001,81,16:00,19:00,"Pricop M",Modele,"Sala statistice","Impar / Par",none
1002,81,17:00,20:00,industrie,IntrAuditFin,"Sala 215(Alg)","Impar / Par",none
1003,81,17:00,20:00,"Beznea L",ModDinamPop,"Sala 10","Impar / Par",none
1004,81,17:00,20:00,"Popescu lo",MachineLearning,"Sala L-309","Impar / Par",none
1005,82,18:00,20:00,,Proiect,"Amf. Titeica (Et. 3)","Impar / Par",none
1006,82,16:00,18:00,,Proiect,"Sala L-303","Impar / Par",none
1007,82,8:00,10:00,"lpate F",ElemProgAv,"Sala 1","Impar / Par",none
1008,82,18:00,20:00,"Predut SN","ElemProgAv ","Sala L.221A",Impar,Grupa:3
1009,82,18:00,20:00,"Predut SN","ElemProgAv ","Sala L.221A",Par,Grupa:2
1010,82,18:00,20:00,"Predut SN","ElemProgAv ","Sala L.221A",Par,Grupa:1
1011,82,8:00,10:00,"Cidota M",Mod&TehPrRealVirt,"Sala 220","Impar / Par",none
1012,82,10:00,12:00,"Cidota M ",Mod&TehPrReal,"Sala L-204",Impar,none
1013,82,10:00,12:00,"Cidota M",Mod&TehPrReal@lt2,"Sala L-204",Par,none
1014,83,16:00,18:00,"Ducoffe G ",TehAvProg&Aspecte,"Sala L-309",Impar,Grupa:1
1015,83,18:00,20:00,"Ducoffe G",TehAvProg&Aspecte,"Amf. Stoilow (Et. 1)","Impar / Par",none
1016,83,16:00,18:00,"Ducoffe G ",TehAvProg&Aspecte,"Sala L-309",Par,Grupa:2
1017,83,16:00,17:00,"Stefanescu Gh",DezvApllinteractive,"Amf. Pompeiu (Et. 2)","Impar / Par",Grupa:1
1018,83,18:00,20:00,"Stefanescu Gh",DezvApllnteractive,"Amf. Pompeiu (Et. 2)","Impar / Par",none
1019,83,17:00,18:00,"Stefanescu Gh",DezvApllnteractive,"Amf. Pompeiu (Et. 2)","Impar / Par",Grupa:2
1020,83,8:00,10:00,"lpate F",Test&Verif,"Sala 1","Impar / Par",none
1021,83,10:00,12:00,"Turlea A","Test&Verif ","Sala L-322",Impar,Grupa:1
1022,83,18:00,20:00,"Turlea A","Test&Verif ","Sala L-322",Impar,Grupa:3
1023,83,10:00,12:00,"Turlea A","Test&Verif ","Sala L-322",Par,Grupa:2
1024,84,16:00,18:00,"Dinu L",LingvMat&Comp,"Sala 202","Impar / Par",none
1025,84,18:00,19:00,"Dinu L",LingvMat&Comp,"Sala 202","Impar / Par",Grupa:1
1026,84,19:00,20:00,"Dinu L",LingvMat&Comp,"Sala 202","Impar / Par",Grupa:2
1027,84,16:00,18:00,"Hristea F",SemCompaApiRegiat,"Sala L-322",Par,none
1028,84,15:00,16:00,"Popescu M","Text Mining","Sala none","Impar / Par",Grupa:1
1029,84,16:00,18:00,"Popescu M","Text Mining","Sala 202","Impar / Par",none
1030,84,18:00,19:00,"Popescu M","Text Mining","Sala L.302A","Impar / Par",Grupa:2
1031,84,8:00,9:00,"Dinu L",LingvMat&Comp,"Sala 215(Alg)","Impar / Par",Grupa:3
1032,84,19:00,20:00,"Popescu M","Text Mining","Sala L.302A","Impar / Par",Grupa:3
1033,84,16:00,18:00,"Hristea F",SemCompAplReginf,"Sala 202","Impar / Par",none
1034,84,18:00,20:00,"Hristea F","SemCom p&Apined ie","Sala L.310",Impar,none
1035,84,18:00,20:00,"Hristea F","SemCom peApined 1","Sala L-204",Par,none
1036,85,16:00,19:00,"Atanasiu A",SecuritFluxInf,"Sala 220","Impar / Par",none
1037,85,18:00,20:00,"Stefanescu Gh","ProceseConcurente[ora 18-21]","Sala 202","Impar / Par",none
1038,85,17:00,20:00,"Prunescu M",TopSpinLog&Sec(Il),"Sala 219","Impar / Par",none
1039,86,17:00,20:00,industrie,Inginv&TehSecCod,"Sala L-303","Impar / Par",none
1040,86,17:00,20:00,"Prunescu M",TopSpinLog&Sec(Il),"Sala 219","Impar / Par",none
1041,87,18:00,20:00,"Olimid R","SS - FMI Crypto Group","Sala 219",Impar,none
1042,87,12:00,14:00,"Popescu D","SS - AlgebraComutativa","Sala 120","Impar / Par",none
1043,87,14:00,16:00,"Bucur G","SS - Teoria","Sala Potentialului","Impar / Par",none
1044,87,18:00,20:00,"Dinu L","SS - LingvComp","Amf. Stoilow (Et. 1)","Impar / Par",none
1045,87,14:00,16:00,"Olimid R","SS - Cyber Security","Sala 214Google","Impar / Par",none
1046,87,16:00,18:00,"Alexandru V",Ss,"Sala 216","Impar / Par",none
1047,87,8:00,10:00,"lrofti P","SS - Seminarul desecuritate","Sala 214Google",Impar,none
1048,87,16:00,18:00,"Tigoiu S / Tigoiu V","SS - MecMedDefor","Sala 220","Impar / Par",none
1049,87,10:00,12:00,"Leustean L","SS - Seminarul de logica","Sala 202",Par,none
1050,88,9:00,11:00,"Odea S / Matisan A",Algebra,"Sala II",Impar,none
1051,88,10:00,12:00,"Marchidanu V / Popovici I",AnalizaMate,"Sala II",Par,none
1052,88,10:00,12:00,"Maierean R / Mocanu",C,"Sala ElemCalcStiin","Impar / Par",none
1053,88,14:00,16:00,"Nita A / Diaconu Cc",Geometrie,"Sala II","Impar / Par",none
1054,88,16:00,18:00,"Alexandrescu C","Geometrie II","Sala 120","Impar / Par",none
1055,88,9:00,11:00,"Odea S","Geometrie II","Sala 10","Impar / Par",none
1056,88,16:00,18:00,"Mihail AM / Velcea AM",LogicaMatem,"Sala L.310",Impar,none
1057,88,16:00,18:00,"Mihail AM / Velcea AM",LogicaMatem,"Sala 1",Par,none
1058,88,12:00,14:00,"Mihail AM / Pascu C","Algebra Il","Sala 215(Alg)","Impar / Par",none
1059,89,12:00,14:00,"Popescu RC",Geom&AlgLin,"Amf. Titeica (Et. 3)","Impar / Par",none
1060,89,14:00,16:00,"Dumitran M",StructDate,"Amf. Titeica (Et. 3)","Impar / Par",none
1061,89,18:00,20:00,"Tapirdea A",TehniciWeb,"Sala L.218","Impar / Par",Grupa:1
1062,89,10:00,12:00,"Paun A",LbForm&Autom,"Amf. Pompeiu (Et. 2)","Impar / Par",none
1063,89,14:00,16:00,"Dinu R",LbForm&Autom,"Sala 10",Impar,none
1064,89,16:00,18:00,"Moanga N ",BD,"Sala E2216",Impar,Grupa:1
1065,89,12:00,14:00,"Dumitran M",StructDate,"Sala 219",Par,none
1066,89,14:00,16:00,"Moanga N ",BD,"Sala L.221C",Par,Grupa:1
1067,89,18:00,20:00,"Macarau H ",LbForm&Autom,"Sala L.221C",Par,Grupa:2
1068,89,12:00,14:00,"Dobrovat A",POO,"Amf. Pompeiu (Et. 2)","Impar / Par",none
1069,89,16:00,18:00,"Dumitran M ",StructDate,"Sala L.302A",Impar,Grupa:2
1070,89,14:00,16:00,"Moanga N",BD,"Sala L.221C","Impar / Par",Grupa:2
1071,89,8:00,10:00,"Ghisoiu V",Geom&AlgLin,"Sala 8","Impar / Par",none
1072,89,10:00,12:00,"Dumitran M ",StructDate,"Sala L.310",Impar,Grupa:1
1073,89,12:00,14:00,"Cheptea D",POO,"Sala 216",Impar,none
1074,89,14:00,16:00,"Chirita Ca",TehniciWeb,"Amf. Hater (Et. 0)","Impar / Par",none
1075,89,10:00,12:00,"Marin Le",BD,"Amf. Stoilow (Et. 1)","Impar / Par",none
1076,89,12:00,14:00,"Costan M",POO,"Sala L.221C","Impar / Par",Grupa:1
1077,89,18:00,20:00,"Macarau H ",LbForm&Autom,"Sala L.221C",Impar,Grupa:1
1078,89,8:00,10:00,"Tapirdea A",TehniciWeb,"Sala L.221C","Impar / Par",Grupa:2
1079,89,14:00,16:00,"Costan M",POO,"Sala L.221C","Impar / Par",Grupa:2
1080,90,10:00,12:00,"Vilculescu M",POO,"Sala L.221A",Impar,none
1081,90,16:00,18:00,"Bondoc G",POO,"Sala 5",Impar,none
1082,90,10:00,12:00,"Zamfira C",TehniciWeb,"Sala L.302A",Par,none
1083,90,16:00,18:00,"Istrati L / Miclaus A",StructDate,"Sala 12",Par,none
1084,90,14:00,16:00,"Dumitrache L",StructDate,"Sala 120","Impar / Par",none
1085,90,16:00,18:00,"lordachescu A",POO,"Sala L-321","Impar / Par",none
1086,90,16:00,18:00,"Stegarescu AM",GeomAlgLin,"Sala 0","Impar / Par",none
1087,90,14:00,16:00,"Enache C",LbForm&Autom,"Sala V2","Impar / Par",none
1088,90,14:00,16:00,"Apostu R",BD,"Sala L-309","Impar / Par",none
1089,91,14:00,16:00,"Tenita A",UtilizareaSO,"Sala L.302A","Impar / Par",none
1090,91,16:00,18:00,,MatematiciSpeciale,"Sala 120","Impar / Par",none
1091,91,12:00,14:00,"Bacircea P",CalculNumeric,"Sala 3",Impar,none
1092,91,12:00,14:00,"Dumitrascu A",TehniciDeProgr,"Sala L-303",Par,none
1093,91,14:00,16:00,"Costea I",ProiectareAsistDeCalc,"Sala L.302A","Impar / Par",none
