id,id_orar,ora_inceput,ora_final,profesor,materie,sala,saptamana,grupa
293,18,14:00,16:00,"Militaru G",Algebra,"Amf. Pompeiu (Et. 2)","Impar / Par",none
294,19,10:00,12:00,"BanuDem. I",BD,"Amf. Stoilow (Et. 1)","Impar / Par",none
295,19,12:00,14:00,"Hristea F","IA [sapt 1-7]","Amf. Titeica (Et. 3)",Impar,none
296,19,14:00,16:00,"Nisioi S",ReteleCalc,"Sala L-309","Impar / Par",none
297,19,16:00,18:00,"Negru M","IA [sapt 1-7]","Sala L-308",Impar,none
298,19,12:00,14:00,"lonescu R","IA [sapt 8-14]","Amf. Titeica (Et. 3)",Par,none
299,19,16:00,18:00,"Dragomir A",ProgLogica,"Sala 216",Par,none
300,19,8:00,10:00,"Prunescu M",MetDezvSoft,"Sala L-322","Impar / Par",none
301,19,10:00,12:00,"Stefanescu A",MetDezvSoft,"Amf. Titeica (Et. 3)","Impar / Par",none
302,19,12:00,14:00,"Boriga R",ProgrAvOb,"Amf. Hater (Et. 0)","Impar / Par",none
303,19,14:00,16:00,"Dragomir A ",ProgLogica,"Sala L.221C",Impar,Grupa:1
304,19,16:00,18:00,"Barbalau A",IA[sapt,"Sala 8-14]",Impar,none
305,19,18:00,20:00,"Butan S",ProgrAvOb,"Sala 201(BD)","Impar / Par",none
306,19,14:00,16:00,"Dragomir A ",ProgLogica,"Sala L.221C",Par,Grupa:2
307,19,8:00,10:00,"Dinu L",ReteleCalc,"Amf. Pompeiu (Et. 2)","Impar / Par",none
308,19,10:00,12:00,"Leustean I",ProgLogica,"Amf. Pompeiu (Et. 2)","Impar / Par",none
309,19,12:00,14:00,"Sinescu A ",BD,"Sala 201(BD)","Impar / Par",Grupa:1
310,19,14:00,16:00,"Sinescu A ",BD,"Sala 201(BD)","Impar / Par",Grupa:2
311,19,12:00,14:00,"Negru M ",IA[sapt1-7],"Sala L.218","Impar / Par",Grupa:2
312,19,14:00,16:00,"Negru M ",IA[sapt1-7],"Sala L.218","Impar / Par",Grupa:1
313,19,12:00,14:00,"Barbalau A ",IA[sapt8-14],"Sala L.310","Impar / Par",Grupa:2
314,19,14:00,16:00,"Barbalau A ",IA[sapt8-14],"Sala L.310","Impar / Par",Grupa:1
315,20,8:00,10:00,"Burduja M","IA [sapt 8-14]","Sala L.221A","Impar / Par",Grupa:1
316,20,10:00,12:00,"BanuDem. I",BD,"Amf. Stoilow (Et. 1)","Impar / Par",none
317,20,8:00,10:00,"Riclea A",BD,"Sala L-303","Impar / Par",Grupa:2
318,20,8:00,10:00,"Prunescu M",MetDezvSoft,"Sala L-321","Impar / Par",none
319,20,10:00,12:00,"Nisioi S",ReteleCalc,"Sala L-322","Impar / Par",none
320,20,12:00,14:00,"Hristea F","IA [sapt 1-7]","Amf. Titeica (Et. 3)",Impar,none
321,20,14:00,16:00,"Negru M","IA [sapt 1-7]","Sala L-308",Impar,none
322,20,12:00,14:00,"lonescu R","IA [sapt 8-14]","Amf. Titeica (Et. 3)",Par,none
323,20,16:00,18:00,"Turlea A ",ProgLogica,"Sala L.218",Par,Grupa:1
324,20,8:00,10:00,"Negru M","IA [sapt 1-7]","Sala L.218","Impar / Par",Grupa:1
325,20,10:00,12:00,"Stefanescu A",MetDezvSoft,"Amf. Titeica (Et. 3)","Impar / Par",none
326,20,8:00,10:00,"Burduja M","IA [sapt 8-14]","Sala L.310","Impar / Par",Grupa:2
327,20,14:00,16:00,"Negru M","IA [sapt 1-7]","Sala L.218","Impar / Par",Grupa:2
328,20,8:00,10:00,"Voinea C",ProgrAvOb,"Sala L-303","Impar / Par",none
329,20,12:00,14:00,"Boriga R",ProgrAvOb,"Amf. Hater (Et. 0)","Impar / Par",none
330,20,14:00,16:00,"Turlea A ",ProgLogica,"Sala L.310",Impar,Grupa:2
331,20,10:00,12:00,"Burduja M",IA[sapt,"Sala 8-14]",Par,none
332,20,14:00,16:00,"Turlea A",ProgLogica,"Sala 3",Par,none
333,20,8:00,10:00,"Dinu L",ReteleCalc,"Amf. Pompeiu (Et. 2)","Impar / Par",none
334,20,10:00,12:00,"Leustean I",ProgLogica,"Amf. Pompeiu (Et. 2)","Impar / Par",none
335,20,12:00,14:00,"Riclea A",BD,"Sala L-303","Impar / Par",Grupa:1
336,21,10:00,12:00,"BanuDem. I",BD,"Amf. Stoilow (Et. 1)","Impar / Par",none
337,21,8:00,10:00,"Constantinov C",ProgrAvOb,"Sala L-303","Impar / Par",none
338,21,10:00,12:00,"Prunescu M",MetDezvSoft,"Sala L-321","Impar / Par",none
339,21,12:00,14:00,"Hristea F","IA [sapt 1-7]","Amf. Titeica (Et. 3)",Impar,none
340,21,18:00,20:00,"Dragomir A",ProgLogica,"Sala 216",Impar,none
341,21,12:00,14:00,"lonescu R","IA [sapt 8-14]","Amf. Titeica (Et. 3)",Par,none
342,21,14:00,16:00,"Negru M",IA[sapt1-7],"Sala L-308",Par,none
343,21,14:00,16:00,"Gaman M",IA[sapt,"Sala 8-14]",Par,none
344,21,10:00,12:00,"Stefanescu A",MetDezvSoft,"Amf. Titeica (Et. 3)","Impar / Par",none
345,21,12:00,14:00,"Negru M","IA [sapt 1-7]","Sala L.218","Impar / Par",Grupa:1
346,21,14:00,16:00,"Nisioi S",ReteleCalc,"Sala L-308","Impar / Par",none
347,21,12:00,14:00,"Gaman M","IA [sapt 8-14]","Sala L.121D","Impar / Par",Grupa:2
348,21,10:00,12:00,"Belcineanu A",BD,"Sala 201(BD)","Impar / Par",Grupa:1
349,21,12:00,14:00,"Boriga R",ProgrAvOb,"Amf. Hater (Et. 0)","Impar / Par",none
350,21,18:00,20:00,"Gaman M","IA [sapt 8-14]","Sala 1","Impar / Par",none
351,21,14:00,16:00,"Belcineanu A",BD,"Sala 201(BD)","Impar / Par",Grupa:2
352,21,16:00,18:00,"Negru M","IA [sapt 1-7]","Sala L.218","Impar / Par",Grupa:2
353,21,8:00,10:00,"Dinu L",ReteleCalc,"Amf. Pompeiu (Et. 2)","Impar / Par",none
354,21,10:00,12:00,"Leustean I",ProgLogica,"Amf. Pompeiu (Et. 2)","Impar / Par",none
355,21,12:00,14:00,"Chirita Ca ",ProgLogica,"Sala L.221A",Impar,Grupa:1
356,21,12:00,14:00,"Chirita Ca ",ProgLogica,"Sala L.221A",Par,Grupa:2
357,22,10:00,12:00,"BanuDem. I",BD,"Amf. Stoilow (Et. 1)","Impar / Par",none
358,22,8:00,10:00,"Craciun D",BD,"Sala L.302A","Impar / Par",Grupa:2
359,22,18:00,20:00,"Soviany P",IA[sapt,"Sala 8-14]",Par,none
360,22,8:00,10:00,"Craciun D",BD,"Sala L.302A","Impar / Par",Grupa:1
361,22,10:00,12:00,"Negru M","IA [sapt 1-7]","Sala L.218","Impar / Par",Grupa:1
362,22,12:00,14:00,"Hristea F","IA [sapt 1-7]","Amf. Titeica (Et. 3)",Impar,none
363,22,8:00,10:00,"Negru M","IA [sapt 1-7]","Sala L.218","Impar / Par",Grupa:2
364,22,12:00,14:00,"lonescu R","IA [sapt 8-14]","Amf. Titeica (Et. 3)",Par,none
365,22,14:00,16:00,"Dragomir A",ProgLogica,"Sala 216",Par,none
366,22,8:00,10:00,"Staicu AN",MetDezvSoft,"Sala L-321","Impar / Par",none
367,22,10:00,12:00,"Stefanescu A",MetDezvSoft,"Amf. Titeica (Et. 3)","Impar / Par",none
368,22,12:00,14:00,"Chirita Ca ",ProgLogica,"Sala L.302A",Impar,Grupa:1
369,22,12:00,14:00,"Chirita Ca ",ProgLogica,"Sala L.302A",Par,Grupa:2
370,22,8:00,10:00,"Scarlat M",ProgrAvOb,"Sala L-308","Impar / Par",none
371,22,12:00,14:00,"Boriga R",ProgrAvOb,"Amf. Hater (Et. 0)","Impar / Par",none
372,22,14:00,16:00,"Soviany P ",IA[sapt8-14],"Sala L.221A",Impar,Grupa:1
373,22,16:00,18:00,"Soviany P ",IA[sapt,"Sala 8-14]",Impar,Grupa:2
374,22,14:00,16:00,"Negru M",IA[sapt1-7],"Sala L-308",Par,none
375,22,14:00,16:00,"Soviany P ",IA[sapt8-14],"Sala L.221A",Par,Grupa:1
376,22,16:00,18:00,"Soviany P ",IA[sapt,"Sala 8-14]",Par,Grupa:2
377,22,8:00,10:00,"Dinu L",ReteleCalc,"Amf. Pompeiu (Et. 2)","Impar / Par",none
378,22,10:00,12:00,"Leustean I",ProgLogica,"Amf. Pompeiu (Et. 2)","Impar / Par",none
379,22,12:00,14:00,"Nisioi S",ReteleCalc,"Sala L-204","Impar / Par",none
380,23,11:00,14:00,"llias P",AnalizaMate,"Sala II","Impar / Par",none
381,23,14:00,16:00,"Marin Li",ElemCalcStiin,"Amf. R1 (Et. 1, Fac. Chimie)","Impar / Par",none
382,23,16:00,18:00,"Vuletescu V","Geometrie II","Amf. R1 (Et. 1, Fac. Chimie)","Impar / Par",none
383,23,9:00,12:00,"Munteanu R","AnalizaMate II","Amf. R1 (Et. 1, Fac. Chimie)","Impar / Par",none
384,23,12:00,14:00,"Dragomir A",LogicaMatem,"Sala 215(Alg)",Impar,none
385,23,9:00,12:00,"Oprea T",Geometrie,"Sala II","Impar / Par",none
386,23,12:00,14:00,"Halanay A",ElemCalcStiin,"Sala L-303","Impar / Par",none
387,23,14:00,16:00,"Leustean L",LogicaMatem,"Amf. R1 (Et. 1, Fac. Chimie)","Impar / Par",none
388,23,14:00,16:00,"Dascalescu S","Algebra Il","Amf. R1 (Et. 1, Fac. Chimie)","Impar / Par",none
389,23,16:00,19:00,"Baetica C","Algebra Il","Sala 216","Impar / Par",none
390,24,8:00,10:00,"Mereu A",BD,"Sala L.221C","Impar / Par",Grupa:1
391,24,10:00,12:00,"BanuDem. I",BD,"Amf. Stoilow (Et. 1)","Impar / Par",none
392,24,18:00,20:00,"llie CA",MetDezvSoft,"Sala L-321","Impar / Par",none
393,24,12:00,14:00,"Ciocan I","IA [sapt 1-7]","Sala L.221A","Impar / Par",Grupa:2
394,24,12:00,14:00,"Hristea F","IA [sapt 1-7]","Amf. Titeica (Et. 3)",Impar,none
395,24,18:00,20:00,"Popescu V",ProgrAvOb,"Sala 201(BD)","Impar / Par",none
396,24,12:00,14:00,"lonescu R","IA [sapt 8-14]","Amf. Titeica (Et. 3)",Par,none
397,24,14:00,16:00,"Georgescu I","IA [sapt 8-14]","Sala L-308",Par,none
398,24,8:00,10:00,"Ciocan I","IA [sapt 1-7]","Sala L.302A","Impar / Par",Grupa:1
399,24,10:00,12:00,"Stefanescu A",MetDezvSoft,"Amf. Titeica (Et. 3)","Impar / Par",none
400,24,12:00,14:00,"Nisioi S",ReteleCalc,"Sala L-322","Impar / Par",none
401,24,18:00,20:00,"Georgescu I","IA [sapt 8-14]","Sala L.221A","Impar / Par",Grupa:1
402,24,16:00,18:00,"Georgescu I","IA [sapt 8-14]","Sala L.218","Impar / Par",Grupa:2
403,24,12:00,14:00,"Boriga R",ProgrAvOb,"Amf. Hater (Et. 0)","Impar / Par",none
404,24,14:00,16:00,"Ciocan I","IA [sapt 1-7]","Sala L-308",Impar,none
405,24,16:00,18:00,"Leustean I",ProgLogica,"Sala 1",Impar,none
406,24,18:00,20:00,"Mereu A ",BD,"Sala L.121D",Impar,Grupa:2
407,24,18:00,20:00,"Leustean I ",ProgLogica,"Sala L.310",Par,Grupa:1
408,24,16:00,18:00,"Leustean I ",ProgLogica,"Sala L.310",Par,Grupa:2
409,24,18:00,20:00,"Mereu A ",BD,"Sala L.121D",Par,Grupa:2
410,24,8:00,10:00,"Dinu L",ReteleCalc,"Amf. Pompeiu (Et. 2)","Impar / Par",none
411,24,10:00,12:00,"Leustean I",ProgLogica,"Amf. Pompeiu (Et. 2)","Impar / Par",none
412,25,14:00,16:00,"Predut SN",BD,"Amf. Pompeiu (Et. 2)","Impar / Par",none
413,25,16:00,18:00,"Muresan C",ProgLogica,"Amf. Pompeiu (Et. 2)","Impar / Par",none
414,25,18:00,20:00,"Barbalau A","IA [sapt 1-7]","Sala L-322",Impar,none
415,25,10:00,12:00,"Vasile SL",BD,"Sala L.221C","Impar / Par",Grupa:1
416,25,12:00,14:00,"lonescu R","IA [sapt 1-7]","Amf. Pompeiu (Et. 2)",Impar,none
417,25,10:00,12:00,"Negru M","IA [sapt 8-14]","Sala L.218","Impar / Par",Grupa:2
418,25,12:00,14:00,"Hristea F","IA [sapt 8-14]","Amf. Pompeiu (Et. 2)",Par,none
419,25,8:00,10:00,"Stefanescu A",MetDezvSoft,"Amf. Titeica (Et. 3)","Impar / Par",none
420,25,10:00,12:00,"Dragan M",ReteleCalc,"Sala L-204","Impar / Par",none
421,25,12:00,14:00,"Negru M ",IA[sapt8-14],"Sala L.218",Impar,Grupa:1
422,25,14:00,16:00,"Muresan C ",ProgLogica,"Sala L.121D",Impar,Grupa:1
423,25,12:00,14:00,"Muresan C ",ProgLogica,"Sala L.221C",Impar,Grupa:2
424,25,12:00,14:00,"Negru M ",IA[sapt8-14],"Sala L.218",Par,Grupa:1
425,25,14:00,16:00,"Muresan C",ProgLogica,"Sala 216",Par,none
426,25,8:00,10:00,"llie-Nemedi S",ProgrAvOb,"Sala L-204","Impar / Par",none
427,25,10:00,12:00,"Dascalescu C",ProgrAvOb,"Amf. Pompeiu (Et. 2)","Impar / Par",none
428,25,12:00,14:00,"Negru M",IA[sapt,"Sala 8-14]",Impar,none
429,25,18:00,20:00,"Cernat M",MetDezvSoft,"Sala L-308","Impar / Par",none
430,25,10:00,12:00,"Dinu L",ReteleCalc,"Amf. Hater (Et. 0)","Impar / Par",none
431,25,14:00,16:00,"Barbalau A","IA [sapt 1-7]","Sala L.310","Impar / Par",Grupa:1
432,25,12:00,14:00,"Barbalau A","IA [sapt 1-7]","Sala L.310","Impar / Par",Grupa:2
433,25,14:00,16:00,"Vasile SL",BD,"Sala L-204","Impar / Par",Grupa:2
434,26,14:00,16:00,"Predut SN",BD,"Amf. Pompeiu (Et. 2)","Impar / Par",none
435,26,16:00,18:00,"Muresan C",ProgLogica,"Amf. Pompeiu (Et. 2)","Impar / Par",none
436,26,18:00,20:00,"Cernat M",MetDezvSoft,"Sala L-303","Impar / Par",none
437,26,10:00,12:00,"Negru M ",IA[sapt8-14],"Sala L.218",Impar,Grupa:2
438,26,10:00,12:00,"Burduja M",IA[sapt1-7],"Sala L-204",Par,none
439,26,10:00,12:00,"Negru M ",IA[sapt8-14],"Sala L.218",Par,Grupa:2
440,26,8:00,10:00,"Negru M","IA [sapt 8-14]","Sala L.218","Impar / Par",Grupa:1
441,26,10:00,12:00,"Dragan M",ReteleCalc,"Sala L-204","Impar / Par",none
442,26,12:00,14:00,"lonescu R","IA [sapt 1-7]","Amf. Pompeiu (Et. 2)",Impar,none
443,26,14:00,16:00,"Negru M","IA [sapt 8-14]","Sala L-308",Impar,none
444,26,8:00,10:00,"Vasile SL",BD,"Sala 201(BD)","Impar / Par",Grupa:2
445,26,12:00,14:00,"Hristea F","IA [sapt 8-14]","Amf. Pompeiu (Et. 2)",Par,none
446,26,8:00,10:00,"Stefanescu A",MetDezvSoft,"Amf. Titeica (Et. 3)","Impar / Par",none
447,26,10:00,12:00,"Burduja M","IA [sapt 1-7]","Sala L.302A","Impar / Par",Grupa:2
448,26,10:00,12:00,"Dascalescu C",ProgrAvOb,"Amf. Pompeiu (Et. 2)","Impar / Par",none
449,26,12:00,14:00,"Turlea A",ProgLogica,"Sala 3",Impar,none
450,26,18:00,20:00,"Spilca L",ProgrAvOb,"Sala L-303","Impar / Par",none
451,26,12:00,14:00,"Turlea A ",ProgLogica,"Sala L.218",Par,Grupa:1
452,26,16:00,18:00,"Turlea A ",ProgLogica,"Sala L.302A",Par,Grupa:2
453,26,8:00,10:00,"Burduja M","IA [sapt 1-7]","Sala L.218","Impar / Par",Grupa:1
454,26,10:00,12:00,"Dinu L",ReteleCalc,"Amf. Hater (Et. 0)","Impar / Par",none
455,26,12:00,14:00,"Vasile SL",BD,"Sala L-308","Impar / Par",Grupa:1
456,27,14:00,16:00,"Predut SN",BD,"Amf. Pompeiu (Et. 2)","Impar / Par",none
457,27,16:00,18:00,"Muresan C",ProgLogica,"Amf. Pompeiu (Et. 2)","Impar / Par",none
458,27,18:00,20:00,"Dragan M",ReteleCalc,"Sala L-204","Impar / Par",none
459,27,12:00,14:00,"Gaman M","IA [sapt 1-7]","Sala L.310","Impar / Par",Grupa:2
460,27,12:00,14:00,"lonescu R","IA [sapt 1-7]","Amf. Pompeiu (Et. 2)",Impar,none
461,27,16:00,18:00,"Turlea A ",ProgLogica,"Sala L.218",Impar,none
462,27,12:00,14:00,"Hristea F","IA [sapt 8-14]","Amf. Pompeiu (Et. 2)",Par,none
463,27,14:00,16:00,"Turlea A",ProgLogica,"Sala 3",Par,none
464,27,8:00,10:00,"Stefanescu A",MetDezvSoft,"Amf. Titeica (Et. 3)","Impar / Par",none
465,27,12:00,14:00,"Predut SN",BD,"Sala L.221A","Impar / Par",Grupa:1
466,27,10:00,12:00,"Predut SN",BD,"Sala L.221A","Impar / Par",Grupa:2
467,27,8:00,10:00,"llinca D",MetDezvSoft,"Sala L-322","Impar / Par",none
468,27,10:00,12:00,"Dascalescu C",ProgrAvOb,"Amf. Pompeiu (Et. 2)","Impar / Par",none
469,27,12:00,14:00,"Gaman M","IA [sapt 1-7]","Sala L-309",Impar,none
470,27,14:00,16:00,"Negru M","IA [sapt 8-14]","Sala L-308",Impar,none
471,27,16:00,18:00,"Turlea A ",ProgLogica,"Sala L.302A",Impar,Grupa:2
472,27,8:00,10:00,"Badea C",ProgrAvOb,"Sala L-303","Impar / Par",none
473,27,10:00,12:00,"Dinu L",ReteleCalc,"Amf. Hater (Et. 0)","Impar / Par",none
474,27,12:00,14:00,"Negru M","IA [sapt 8-14]","Sala L.218","Impar / Par",Grupa:1
475,27,12:00,14:00,"Gaman M","IA [sapt 1-7]","Sala L-309","Impar / Par",Grupa:1
476,27,14:00,16:00,"Negru M","IA [sapt 8-14]","Sala L.218","Impar / Par",Grupa:2
477,28,8:00,10:00,"Negru M","IA [sapt 8-14]","Sala L.218","Impar / Par",Grupa:1
478,28,14:00,16:00,"Predut SN",BD,"Amf. Pompeiu (Et. 2)","Impar / Par",none
479,28,16:00,18:00,"Muresan C",ProgLogica,"Amf. Pompeiu (Et. 2)","Impar / Par",none
480,28,12:00,14:00,"Negru M","IA [sapt 8-14]","Sala L.218","Impar / Par",Grupa:2
481,28,18:00,20:00,"Soviany P","IA [sapt 1-7]","Sala L-322",Par,none
482,28,10:00,12:00,"Turlea A ",ProgLogica,"Sala L.221A",Impar,Grupa:1
483,28,12:00,14:00,"lonescu R","IA [sapt 1-7]","Amf. Pompeiu (Et. 2)",Impar,none
484,28,14:00,16:00,"Turlea A",ProgLogica,"Sala 3",Impar,none
485,28,16:00,18:00,"Negru M","IA [sapt 8-14]","Sala L-308",Impar,none
486,28,12:00,14:00,"Hristea F","IA [sapt 8-14]","Amf. Pompeiu (Et. 2)",Par,none
487,28,10:00,12:00,"Turlea A ",ProgLogica,"Sala L.221A",Par,Grupa:2
488,28,8:00,10:00,"Stefanescu A",MetDezvSoft,"Amf. Titeica (Et. 3)","Impar / Par",none
489,28,10:00,12:00,"llinca D",MetDezvSoft,"Sala L-321","Impar / Par",none
490,28,14:00,16:00,"Predut SN",BD,"Sala L.221A","Impar / Par",Grupa:1
491,28,10:00,12:00,"Dascalescu C",ProgrAvOb,"Amf. Pompeiu (Et. 2)","Impar / Par",none
492,28,14:00,16:00,"Dragan M",ReteleCalc,"Sala L-204","Impar / Par",none
493,28,16:00,18:00,"Soviany P","IA [sapt 1-7]","Sala L.121D","Impar / Par",Grupa:1
494,28,16:00,18:00,"Predut SN",BD,"Sala L.221A","Impar / Par",Grupa:2
495,28,18:00,20:00,"Soviany P","IA [sapt 1-7]","Sala L.221C","Impar / Par",Grupa:2
496,28,8:00,10:00,"Chitu M",ProgrAvOb,"Sala L-204","Impar / Par",none
497,28,10:00,12:00,"Dinu L",ReteleCalc,"Amf. Hater (Et. 0)","Impar / Par",none
498,29,10:00,12:00,"Dragan M",FunRutariiRet,"Amf. Pompeiu (Et. 2)","Impar / Par",none
499,29,12:00,14:00,"Dragan M",FunRutariiRet,"Sala L-204","Impar / Par",none
500,29,8:00,10:00,"Cornea C",ManagDezvCarierei,"Sala 10",Impar,none
501,29,12:00,14:00,"Cojocea S",Prob&Stat,"Sala L-308","Impar / Par",none
502,29,9:00,12:00,"Dascalescu C",ElemAvProgr,"Amf. Hater (Et. 0)","Impar / Par",none
503,29,12:00,14:00,"Paus V",ManagDezvCarierei,"Amf. Hater (Et. 0)","Impar / Par",none
504,29,14:00,16:00,"Teodorescu S",ElemAvProgr,"Sala L-322","Impar / Par",none
505,29,16:00,18:00,"Teodorescu S",ElemAvProgr,"Sala L-322",Impar,none
506,29,8:00,10:00,"Niculae C / Chirosca",AElectrDigit,Fac.Fizica-Magurele,"Impar / Par",none
507,29,10:00,12:00,"Nemnes A / Chirosca",GCalcNumerice,Fac.Fizica-Magurele,"Impar / Par",none
508,29,12:00,14:00,"Niculae C",ElectrDigit,Fac.Fizica-Magurele,"Impar / Par",none
509,29,14:00,16:00,"Nemnes A",CalcNumerice,Fac.Fizica-Magurele,"Impar / Par",none
510,29,12:00,14:00,"Patriche M",Prob&Stat,"Amf. Hater (Et. 0)","Impar / Par",none
511,29,16:00,18:00,"Patriche M",Prob&Stat,"Sala 12",Impar,none
512,30,8:00,10:00,"Dragan M",FunRutariiRet,"Sala L-204","Impar / Par",none
513,30,10:00,12:00,"Dragan M",FunRutariiRet,"Amf. Pompeiu (Et. 2)","Impar / Par",none
514,30,10:00,12:00,"Cojocea S",Prob&Stat,"Sala L-308","Impar / Par",none
515,30,14:00,16:00,"Teodorescu S",ElemAvProgr,"Sala L-303","Impar / Par",none
516,30,8:00,10:00,"Cornea C",ManagDezvCarierei,"Sala 10",Par,none
517,30,16:00,18:00,"Teodorescu S",ElemAvProgr,"Sala L-308",Par,none
518,30,9:00,12:00,"Dascalescu C",ElemAvProgr,"Amf. Hater (Et. 0)","Impar / Par",none
519,30,12:00,14:00,"Paus V",ManagDezvCarierei,"Amf. Hater (Et. 0)","Impar / Par",none
520,30,8:00,10:00,"Nemnes A / Chirosca",GCalcNumerice,Fac.Fizica-Magurele,"Impar / Par",none
521,30,10:00,12:00,"Niculae C / Chirosca",AElectrDigit,Fac.Fizica-Magurele,"Impar / Par",none
522,30,12:00,14:00,"Niculae C",ElectrDigit,Fac.Fizica-Magurele,"Impar / Par",none
523,30,14:00,16:00,"Nemnes A",CalcNumerice,Fac.Fizica-Magurele,"Impar / Par",none
524,30,12:00,14:00,"Patriche M",Prob&Stat,"Amf. Hater (Et. 0)","Impar / Par",none
525,30,14:00,16:00,"Patriche M",Prob&Stat,"Sala 12",Par,none
526,31,10:00,12:00,"Dragan M",FunRutariiRet,"Amf. Pompeiu (Et. 2)","Impar / Par",none
527,31,8:00,10:00,"Cornea C",ManagDezvCarierei,"Sala 10",Par,none
528,31,8:00,10:00,"Dragan M",FunRutariiRet,"Sala L-204","Impar / Par",none
529,31,9:00,12:00,"Dascalescu C",ElemAvProgr,"Amf. Hater (Et. 0)","Impar / Par",none
530,31,12:00,14:00,"Paus V",ManagDezvCarierei,"Amf. Hater (Et. 0)","Impar / Par",none
531,31,14:00,16:00,"Pantelimon K",ElemAvProgr,"Sala L-309","Impar / Par",none
532,31,16:00,18:00,"Pantelimon K",ElemAvProgr,"Sala L-322",Par,none
533,31,12:00,14:00,"Niculae C",ElectrDigit,Fac.Fizica-Magurele,"Impar / Par",none
534,31,14:00,16:00,"Nemnes A",CalcNumerice,Fac.Fizica-Magurele,"Impar / Par",none
535,31,16:00,18:00,"Niculae C / Chirosca",AElectrDigit,Fac.Fizica-Magurele,"Impar / Par",none
536,31,18:00,20:00,"Nemnes A / Chirosca",GCalcNumerice,Fac.Fizica-Magurele,"Impar / Par",none
537,31,12:00,14:00,"Patriche M",Prob&Stat,"Amf. Hater (Et. 0)","Impar / Par",none
538,31,14:00,16:00,"Patriche M",Prob&Stat,"Sala 12",Impar,none
539,31,16:00,18:00,"Cojocea S",Prob&Stat,"Sala L-308","Impar / Par",none
540,32,8:00,10:00,"Cornea C",ManagDezvCarierei,"Sala 10",Impar,none
541,32,10:00,12:00,"Dragan M",FunRutariiRet,"Amf. Pompeiu (Et. 2)","Impar / Par",none
542,32,16:00,18:00,"Pantelimon K",ElemAvProgr,"Sala L-322",Impar,none
543,32,18:00,20:00,"Pantelimon K",ElemAvProgr,"Sala L-322","Impar / Par",none
544,32,9:00,12:00,"Dascalescu C",ElemAvProgr,"Amf. Hater (Et. 0)","Impar / Par",none
545,32,12:00,14:00,"Paus V",ManagDezvCarierei,"Amf. Hater (Et. 0)","Impar / Par",none
546,32,14:00,16:00,"Dragan M",FunRutariiRet,"Sala L-204","Impar / Par",none
547,32,12:00,14:00,"Niculae C",ElectrDigit,Fac.Fizica-Magurele,"Impar / Par",none
548,32,14:00,16:00,"Nemnes A",CalcNumerice,Fac.Fizica-Magurele,"Impar / Par",none
549,32,16:00,18:00,"Nemnes A / Chirosca",GCalcNumerice,Fac.Fizica-Magurele,"Impar / Par",none
550,32,18:00,20:00,"Niculae C / Chirosca",AElectrDigit,Fac.Fizica-Magurele,"Impar / Par",none
551,32,12:00,14:00,"Patriche M",Prob&Stat,"Amf. Hater (Et. 0)","Impar / Par",none
552,32,14:00,16:00,"Cojocea S",Prob&Stat,"Sala L-308","Impar / Par",none
553,32,16:00,18:00,"Patriche M",Prob&Stat,"Sala 12",Par,none
554,33,18:00,20:00,"Cristea S",ManagClsElevi,"Amf. Hater (Et. 0)","Impar / Par",none
555,33,18:00,20:00,"Dumitriu A","Intro loT","Amf. Titeica (Et. 3)","Impar / Par",none
556,33,16:00,18:00,"Constantin V",ManagClsElevi,"Sala 12","Impar / Par",Grupa:1
557,33,18:00,20:00,"Constantin V",ManagClsElevi,"Sala 12","Impar / Par",Grupa:2
558,34,11:00,14:00,"Oprea T","Geometrie II","Sala 216","Impar / Par",none
559,34,14:00,16:00,"Marin Li",ElemCalcStiin,"Amf. R1 (Et. 1, Fac. Chimie)","Impar / Par",none
560,34,16:00,18:00,"Vuletescu V","Geometrie II","Amf. R1 (Et. 1, Fac. Chimie)","Impar / Par",none
561,34,10:00,12:00,"Halanay A",ElemCalcStiin,"Sala L-309","Impar / Par",none
562,34,12:00,15:00,"Munteanu R","AnalizaMate II","Sala 12","Impar / Par",none
563,34,9:00,12:00,"Munteanu R","AnalizaMate II","Amf. R1 (Et. 1, Fac. Chimie)","Impar / Par",none
564,34,12:00,14:00,"Dragomir A",LogicaMatem,"Sala 215(Alg)",Par,none
565,34,11:00,14:00,"Stanciu M","Algebra Il","Sala 120","Impar / Par",none
566,34,14:00,16:00,"Leustean L",LogicaMatem,"Amf. R1 (Et. 1, Fac. Chimie)","Impar / Par",none
567,34,14:00,16:00,"Dascalescu S","Algebra Il","Amf. R1 (Et. 1, Fac. Chimie)","Impar / Par",none
568,35,9:00,12:00,"Popescu RC",Grup&Comb,"Sala 120","Impar / Par",none
569,35,16:00,19:00,"Sfetcu R",ComplAnMate,"Sala 1","Impar / Par",none
570,35,9:00,12:00,"Gherghe C","Cript& TeorCod","Sala 215(Alg)","Impar / Par",none
571,35,14:00,17:00,"Pripoae G",ConcAlgebrinGeom,"Sala 215(Alg)","Impar / Par",none
572,36,8:00,10:00,"Stamate D",ElemAlgebrModerna,"Sala 120","Impar / Par",none
573,36,10:00,12:00,"Stamate D",ElemAlgebrModerna,"Sala 120","Impar / Par",none
574,36,12:00,14:00,"Teleman AM",ComplemGeom,"Sala 0","Impar / Par",none
575,36,14:00,16:00,"Teleman AM",ComplemGeom,"Sala 2","Impar / Par",none
